,Mat,NO,Total Runs,HS,Ave,Total Balls,Career SR,100,50,0,Opposition,match_id,player_id,Match Runs,Match SR,Ground
10419,116,14,3003,144,30.95,4073,73.72,1,20,8,v West Indies,ODI # 2246,43652,9,81.81,Kingstown
10420,117,14,3051,144,31.13,4126,73.94,1,20,8,v West Indies,ODI # 2247,43652,48,90.56,Gros Islet
10421,118,14,3091,144,31.22,4160,74.30,1,20,8,v West Indies,ODI # 2248,43652,40,117.64,Gros Islet
10422,119,14,3151,144,31.51,4216,74.73,1,21,8,v England,ODI # 2304,43652,60,107.14,Lahore
10423,120,14,3166,144,31.34,4231,74.82,1,21,8,v England,ODI # 2305,43652,15,100.00,Lahore
10424,121,14,3166,144,31.03,4233,74.79,1,21,9,v England,ODI # 2306,43652,0,0.00,Karachi
10425,122,14,3166,144,30.73,4234,74.77,1,21,10,v England,ODI # 2307,43652,0,0.00,Rawalpindi
10426,123,14,3181,144,30.58,4266,74.56,1,21,10,v England,ODI # 2308,43652,15,46.87,Rawalpindi
10427,124,15,3199,144,30.75,4282,74.70,1,21,10,v India,ODI # 2324,43652,18*,112.50,Peshawar
10428,125,15,3280,144,31.23,4380,74.88,1,22,10,v India,ODI # 2327,43652,81,82.65,Rawalpindi
10429,126,15,3296,144,31.09,4403,74.85,1,22,10,v India,ODI # 2329,43652,16,69.56,Lahore
10430,127,15,3296,144,30.80,4404,74.84,1,22,11,v India,ODI # 2331,43652,0,0.00,Multan
10431,128,16,3370,144,31.49,4483,75.17,1,23,11,v India,ODI # 2333,43652,74*,93.67,Karachi
10432,129,16,3411,144,31.58,4530,75.29,1,23,11,v Sri Lanka,ODI # 2351,43652,41,87.23,Colombo (RPS)
10433,130,16,3415,144,31.33,4545,75.13,1,23,11,v Sri Lanka,ODI # 2352,43652,4,26.66,Colombo (RPS)
10434,131,16,3440,144,31.27,4591,74.92,1,23,11,v Sri Lanka,ODI # 2354,43652,25,54.34,Colombo (SSC)
10435,132,17,3511,144,31.91,4687,74.90,1,24,11,v India,ODI # 2363,43652,71*,73.95,Abu Dhabi
10436,133,17,3516,144,31.67,4705,74.72,1,24,11,v India,ODI # 2364,43652,5,27.77,Abu Dhabi
10437,134,17,3541,144,31.61,4742,74.67,1,24,11,v Scotland,ODI # 2387,43652,25,67.56,Edinburgh
10438,135,18,3553,144,31.72,4754,74.73,1,24,11,v England,ODI # 2408,43652,12*,100.00,Cardiff
10439,136,18,3608,144,31.92,4843,74.49,1,25,11,v England,ODI # 2409,43652,55,61.79,Lord's
10440,137,18,3709,144,32.53,4952,74.89,2,25,11,v England,ODI # 2410,43652,101,92.66,Southampton
10441,138,18,3709,144,32.25,4958,74.80,2,25,12,v England,ODI # 2411,43652,0,0.00,Nottingham
10442,139,18,3756,144,32.37,5038,74.55,2,25,12,v England,ODI # 2412,43652,47,58.75,Birmingham
10443,140,18,3763,144,32.16,5051,74.50,2,25,12,v Sri Lanka,ODI # 2431,43652,7,53.84,Jaipur
10444,141,18,3765,144,31.90,5063,74.36,2,25,12,v New Zealand,ODI # 2436,43652,2,16.66,Mohali
10445,142,18,3772,144,31.69,5087,74.14,2,25,12,v South Africa,ODI # 2438,43652,7,29.16,Mohali
10446,143,18,3796,144,31.63,5140,73.85,2,25,12,v West Indies,ODI # 2460,43652,24,45.28,Faisalabad
10447,144,18,3809,144,31.47,5154,73.90,2,25,12,v South Africa,ODI # 2506,43652,13,92.85,Centurion
10448,145,18,3902,144,31.98,5252,74.29,2,26,12,v South Africa,ODI # 2513,43652,93,94.89,Durban
10449,146,18,3924,144,31.90,5291,74.16,2,26,12,v South Africa,ODI # 2517,43652,22,56.41,Port Elizabeth
10450,147,18,3932,144,31.70,5329,73.78,2,26,12,v South Africa,ODI # 2521,43652,8,21.05,Cape Town
10451,148,18,3951,144,31.60,5358,73.74,2,26,12,v South Africa,ODI # 2523,43652,19,65.51,Johannesburg
10452,149,18,3960,144,31.42,5371,73.72,2,26,12,v West Indies,ODI # 2531,43652,9,69.23,Kingston
10453,150,18,3960,144,31.18,5374,73.68,2,26,13,v Ireland,ODI # 2539,43652,0,0.00,Kingston
10454,151,18,3988,144,31.15,5405,73.78,2,26,13,v Zimbabwe,ODI # 2547,43652,28,90.32,Kingston
10455,152,18,4000,144,31.00,5413,73.89,2,26,13,v South Africa,ODI # 2633,43652,12,150.00,Lahore
10456,153,18,4032,144,31.01,5461,73.83,2,26,13,v South Africa,ODI # 2635,43652,32,66.66,Lahore
10457,154,18,4042,144,30.85,5480,73.75,2,26,13,v South Africa,ODI # 2637,43652,10,52.63,Faisalabad
10458,155,18,4124,144,31.24,5590,73.77,2,27,13,v South Africa,ODI # 2639,43652,82,74.54,Multan
10459,156,18,4182,144,31.44,5655,73.95,2,28,13,v South Africa,ODI # 2642,43652,58,89.23,Lahore
10460,157,18,4207,144,31.39,5713,73.63,2,28,13,v India,ODI # 2643,43652,25,43.10,Guwahati
10461,158,18,4324,144,32.02,5823,74.25,3,28,13,v India,ODI # 2644,43652,117,106.36,Mohali
10462,159,18,4345,144,31.94,5844,74.34,3,28,13,v India,ODI # 2645,43652,21,100.00,Kanpur
10463,160,18,4413,144,32.21,5933,74.38,3,29,13,v India,ODI # 2646,43652,68,76.40,Gwalior
10464,161,18,4492,144,32.55,6001,74.85,3,30,13,v Zimbabwe,ODI # 2662,43652,79,116.17,Karachi
10465,162,18,4527,144,32.56,6032,75.04,3,30,13,v Zimbabwe,ODI # 2663,43652,35,112.90,Hyderabad (Sind)
10466,163,18,4537,144,32.40,6042,75.09,3,30,13,v Zimbabwe,ODI # 2665,43652,10,100.00,Multan
10467,164,18,4600,144,32.62,6093,75.49,3,31,13,v Zimbabwe,ODI # 2669,43652,63,123.52,Sheikhupura
10468,165,18,4601,144,32.40,6103,75.38,3,31,13,v Bangladesh,ODI # 2696,43652,1,10.00,Lahore
10469,166,18,4614,144,32.26,6118,75.41,3,31,13,v Bangladesh,ODI # 2698,43652,13,86.66,Faisalabad
10470,167,18,4683,144,32.52,6198,75.55,3,32,13,v Bangladesh,ODI # 2703,43652,69,86.25,Karachi
10471,168,18,4683,144,32.29,6198,75.55,3,32,14,v Bangladesh,ODI # 2704,43652,0,-,Dhaka
10472,169,18,4683,144,32.07,6199,75.54,3,32,15,v India,ODI # 2705,43652,0,0.00,Dhaka
10473,170,18,4791,144,32.59,6298,76.07,4,32,15,v India,ODI # 2707,43652,108,109.09,Dhaka
10474,171,18,4858,144,32.82,6363,76.34,4,33,15,v Hong Kong,ODI # 2712,43652,67,103.07,Karachi
10475,172,18,4917,144,33.00,6423,76.55,4,34,15,v India,ODI # 2717,43652,59,98.33,Karachi
10476,173,18,4964,144,33.09,6483,76.56,4,34,15,v Sri Lanka,ODI # 2723,43652,47,78.33,Karachi
10477,174,19,5087,144,33.91,6600,77.07,5,34,15,v India,ODI # 2730,43652,123*,105.12,Karachi
10478,175,19,5087,144,33.91,6600,77.07,5,34,15,v Bangladesh,ODI # 2733,43652,DNB,-,Karachi
10479,176,19,5143,144,34.05,6662,77.19,5,35,15,v West Indies,ODI # 2773,43652,56,90.32,Abu Dhabi
10480,177,19,5177,144,34.05,6704,77.22,5,35,15,v West Indies,ODI # 2775,43652,34,80.95,Abu Dhabi
10481,178,19,5278,144,34.49,6823,77.35,6,35,15,v West Indies,ODI # 2776,43652,101,84.87,Abu Dhabi
10482,179,19,5298,144,34.40,6845,77.39,6,35,15,v Sri Lanka,ODI # 2798,43652,20,90.90,Karachi
10483,180,19,5302,144,34.20,6851,77.39,6,35,15,v Sri Lanka,ODI # 2800,43652,4,66.66,Karachi
10484,181,19,5306,144,34.01,6857,77.38,6,35,15,v Sri Lanka,ODI # 2803,43652,4,66.66,Lahore
10485,182,19,5317,144,33.86,6888,77.19,6,35,15,v Australia,ODI # 2845,43652,11,35.48,Dubai (DSC)
10486,183,19,5345,144,33.82,6922,77.21,6,35,15,v Australia,ODI # 2846,43652,28,82.35,Dubai (DSC)
10487,184,19,5345,144,33.61,6923,77.20,6,35,16,v Australia,ODI # 2847,43652,0,0.00,Abu Dhabi
10488,185,19,5352,144,33.45,6930,77.22,6,35,16,v Australia,ODI # 2848,43652,7,100.00,Abu Dhabi
10489,186,19,5379,144,33.40,6967,77.20,6,35,16,v Australia,ODI # 2849,43652,27,72.97,Abu Dhabi
10490,187,19,5391,144,33.27,6990,77.12,6,35,16,v Sri Lanka,ODI # 2864,43652,12,52.17,Dambulla
10491,188,19,5414,144,33.21,7063,76.65,6,35,16,v Sri Lanka,ODI # 2866,43652,23,31.50,Dambulla
10492,189,19,5458,144,33.28,7122,76.63,6,35,16,v Sri Lanka,ODI # 2867,43652,44,74.57,Dambulla
10493,190,19,5547,144,33.61,7233,76.69,6,36,16,v Sri Lanka,ODI # 2868,43652,89,80.18,Colombo (RPS)
10494,191,19,5623,144,33.87,7333,76.68,6,37,16,v Sri Lanka,ODI # 2870,43652,76,76.00,Colombo (RPS)
10495,192,19,5643,144,33.79,7366,76.60,6,37,16,v India,ODI # 2898,43652,20,60.60,Centurion
10496,193,19,5661,144,33.69,7415,76.34,6,37,16,v Australia,ODI # 2903,43652,18,36.73,Centurion
10497,194,19,5676,144,33.58,7438,76.31,6,37,16,v New Zealand,ODI # 2906,43652,15,65.21,Johannesburg
10498,195,19,5676,144,33.38,7441,76.28,6,37,17,v New Zealand,ODI # 2921,43652,0,0.00,Abu Dhabi
10499,196,19,5695,144,33.30,7478,76.15,6,37,17,v New Zealand,ODI # 2924,43652,19,51.35,Abu Dhabi
10500,197,19,5698,144,33.12,7494,76.03,6,37,17,v New Zealand,ODI # 2927,43652,3,18.75,Abu Dhabi
10501,198,19,5744,144,33.20,7568,75.89,6,37,17,v Australia,ODI # 2944,43652,46,62.16,Brisbane
10502,199,19,5744,144,33.01,7571,75.86,6,37,18,v Australia,ODI # 2945,43652,0,0.00,Sydney
10503,200,19,5756,144,32.89,7602,75.71,6,37,18,v Australia,ODI # 2946,43652,12,38.70,Adelaide
10504,201,19,5762,144,32.73,7611,75.70,6,37,18,v Australia,ODI # 2947,43652,6,66.66,Perth
10505,202,19,5765,144,32.57,7633,75.52,6,37,18,v Australia,ODI # 2948,43652,3,13.63,Perth
10506,203,19,5819,144,32.69,7708,75.49,6,38,18,v South Africa,ODI # 3062,43652,54,72.00,Abu Dhabi
10507,204,19,5837,144,32.60,7733,75.48,6,38,18,v South Africa,ODI # 3063,43652,18,72.00,Abu Dhabi
10508,205,19,5837,144,32.42,7740,75.41,6,38,19,v South Africa,ODI # 3064,43652,0,0.00,Dubai (DSC)
10509,206,19,5910,144,32.65,7855,75.23,6,39,19,v South Africa,ODI # 3067,43652,73,63.47,Dubai (DSC)
10510,207,19,5913,144,32.48,7862,75.20,6,39,19,v South Africa,ODI # 3069,43652,3,42.85,Dubai (DSC)
10511,208,19,5937,144,32.44,7897,75.18,6,39,19,v New Zealand,ODI # 3085,43652,24,68.57,Wellington
10512,209,19,5937,144,32.44,7897,75.18,6,39,19,v New Zealand,ODI # 3088,43652,DNB,-,Queenstown
10513,210,19,5949,144,32.33,7919,75.12,6,39,19,v New Zealand,ODI # 3090,43652,12,54.54,Christchurch
10514,211,19,5991,144,32.38,7982,75.05,6,39,19,v New Zealand,ODI # 3093,43652,42,66.66,Napier
10515,212,19,6012,144,32.32,8008,75.07,6,39,19,v New Zealand,ODI # 3095,43652,21,80.76,Hamilton
10516,213,19,6028,144,32.23,8032,75.04,6,39,19,v New Zealand,ODI # 3097,43652,16,66.66,Auckland
10517,214,19,6078,144,32.32,8099,75.04,6,40,19,v Kenya,ODI # 3105,43652,50,74.62,Hambantota
10518,215,19,6150,144,32.53,8175,75.22,6,41,19,v Sri Lanka,ODI # 3109,43652,72,94.73,Colombo (RPS)
10519,216,19,6156,144,32.40,8188,75.18,6,41,19,v Canada,ODI # 3116,43652,6,46.15,Colombo (RPS)
10520,217,19,6156,144,32.23,8191,75.15,6,41,20,v New Zealand,ODI # 3123,43652,0,0.00,Pallekele
10521,218,20,6169,144,32.29,8219,75.05,6,41,20,v Zimbabwe,ODI # 3132,43652,13*,46.42,Pallekele
10522,219,20,6200,144,32.29,8261,75.05,6,41,20,v Australia,ODI # 3139,43652,31,73.80,Colombo (RPS)
10523,220,20,6200,144,32.29,8261,75.05,6,41,20,v West Indies,ODI # 3142,43652,DNB,-,Dhaka
10524,221,20,6213,144,32.19,8293,74.91,6,41,20,v India,ODI # 3147,43652,13,40.62,Mohali
10525,222,21,6219,144,32.22,8297,74.95,6,41,20,v Ireland,ODI # 3157,43652,6*,150.00,Belfast
10526,223,21,6283,144,32.38,8371,75.05,6,42,20,v Ireland,ODI # 3158,43652,64,86.48,Belfast
10527,224,21,6361,144,32.62,8443,75.34,6,43,20,v Zimbabwe,ODI # 3188,43652,78,108.33,Bulawayo
10528,225,21,6361,144,32.62,8443,75.34,6,43,20,v Zimbabwe,ODI # 3190,43652,DNB,-,Harare
10529,226,21,6442,144,32.86,8533,75.49,6,44,20,v Zimbabwe,ODI # 3194,43652,81,90.00,Harare
10530,227,22,6498,144,33.15,8590,75.64,6,45,20,v Sri Lanka,ODI # 3212,43652,56*,98.24,Dubai (DSC)
10531,228,22,6498,144,32.98,8592,75.62,6,45,21,v Sri Lanka,ODI # 3213,43652,0,0.00,Dubai (DSC)
10532,229,22,6540,144,33.03,8644,75.65,6,45,21,v Sri Lanka,ODI # 3214,43652,42,80.76,Dubai (DSC)
10533,230,22,6558,144,32.95,8671,75.63,6,45,21,v Sri Lanka,ODI # 3215,43652,18,66.66,Sharjah
10534,231,22,6592,144,32.96,8719,75.60,6,45,21,v Sri Lanka,ODI # 3216,43652,34,70.83,Abu Dhabi
10535,232,22,6594,144,32.80,8727,75.55,6,45,21,v Bangladesh,ODI # 3218,43652,2,25.00,Dhaka
10536,233,22,6631,144,32.82,8797,75.37,6,45,21,v Bangladesh,ODI # 3220,43652,37,52.85,Dhaka
10537,234,22,6657,144,32.79,8835,75.34,6,45,21,v Bangladesh,ODI # 3222,43652,26,68.42,Chattogram
10538,235,23,6727,144,33.13,8900,75.58,6,46,21,v Afghanistan,ODI # 3236,43652,70*,107.69,Sharjah
10539,236,23,6742,144,33.04,8918,75.59,6,46,21,v England,ODI # 3238,43652,15,83.33,Abu Dhabi
10540,237,23,6747,144,32.91,8926,75.58,6,46,21,v England,ODI # 3240,43652,5,62.50,Abu Dhabi
10541,238,23,6759,144,32.81,8941,75.59,6,46,21,v Bangladesh,ODI # 3258,43652,12,80.00,Dhaka
10542,239,23,6761,144,32.66,8952,75.52,6,46,21,v Sri Lanka,ODI # 3260,43652,2,18.18,Dhaka
10543,240,23,6813,144,32.75,8986,75.81,6,47,21,v India,ODI # 3263,43652,52,152.94,Dhaka
10544,241,23,6814,144,32.60,8991,75.78,6,47,21,v Bangladesh,ODI # 3267,43652,1,20.00,Dhaka
10545,242,23,6819,144,32.47,9007,75.70,6,47,21,v Sri Lanka,ODI # 3272,43652,5,31.25,Pallekele
10546,243,23,6823,144,32.33,9020,75.64,6,47,21,v Sri Lanka,ODI # 3273,43652,4,30.76,Pallekele
10547,244,23,6823,144,32.33,9020,75.64,6,47,21,v Sri Lanka,ODI # 3274,43652,DNB,-,Colombo (RPS)
10548,245,23,6824,144,32.18,9025,75.61,6,47,21,v Sri Lanka,ODI # 3275,43652,1,20.00,Colombo (RPS)
10549,246,23,6882,144,32.30,9085,75.75,6,48,21,v India,ODI # 3314,43652,58,96.66,Chennai
10550,247,23,6892,144,32.20,9105,75.69,6,48,21,v India,ODI # 3315,43652,10,50.00,Kolkata
10551,248,23,6898,144,32.08,9120,75.63,6,48,21,v India,ODI # 3316,43652,6,40.00,Delhi
10552,249,23,6928,144,32.07,9171,75.54,6,48,21,v South Africa,ODI # 3343,43652,30,58.82,Bloemfontein
10553,250,23,6960,144,32.07,9212,75.55,6,48,21,v South Africa,ODI # 3346,43652,32,78.04,Centurion
10554,251,23,6979,144,32.01,9232,75.59,6,48,21,v South Africa,ODI # 3347,43652,19,95.00,Johannesburg
10555,252,23,6985,144,31.89,9249,75.52,6,48,21,v South Africa,ODI # 3348,43652,6,35.29,Durban
10556,253,23,7014,144,31.88,9307,75.36,6,48,21,v South Africa,ODI # 3350,43652,29,50.00,Benoni
10557,254,23,7017,144,31.75,9314,75.33,6,48,21,v Sri Lanka,ODI # 3512,43652,3,42.85,Hambantota
10558,255,23,7021,144,31.62,9328,75.26,6,48,21,v New Zealand,ODI # 3564,43652,4,28.57,Dubai (DSC)
10559,256,23,7027,144,31.51,9334,75.28,6,48,21,v New Zealand,ODI # 3566,43652,6,100.00,Sharjah
10560,257,23,7062,144,31.52,9373,75.34,6,48,21,v New Zealand,ODI # 3568,43652,35,89.74,Sharjah
10561,258,23,7165,144,31.84,9490,75.50,7,48,21,v New Zealand,ODI # 3570,43652,103,88.03,Abu Dhabi
10562,259,23,7177,144,31.75,9515,75.42,7,48,21,v New Zealand,ODI # 3571,43652,12,48.00,Abu Dhabi
10563,260,23,7186,144,31.65,9541,75.31,7,48,21,v New Zealand,ODI # 3596,43652,9,34.61,Wellington
10564,261,23,7197,144,31.56,9555,75.32,7,48,21,v New Zealand,ODI # 3598,43652,11,78.57,Napier
10565,262,23,7203,144,31.45,9565,75.30,7,48,21,v India,ODI # 3602,43652,6,60.00,Adelaide
10566,263,23,7203,144,31.31,9566,75.29,7,48,22,v West Indies,ODI # 3608,43652,0,0.00,Christchurch
10567,264,23,7240,144,31.34,9610,75.33,7,48,22,v South Africa,ODI # 3626,43652,37,84.09,Auckland
10568,265,23,7249,144,31.24,9628,75.29,7,48,22,v England,ODI # 3707,43652,9,50.00,Abu Dhabi
10569,1,0,25,25,25.00,23,108.69,0,0,0,v West Indies,ODI # 972,36185,25,108.69,Auckland
10570,2,0,36,25,18.00,55,65.45,0,0,0,v West Indies,ODI # 973,36185,11,34.37,Wellington
10571,3,0,45,25,15.00,81,55.55,0,0,0,v West Indies,ODI # 974,36185,9,34.61,Christchurch
10572,4,0,140,95,35.00,218,64.22,0,1,0,v Sri Lanka,ODI # 991,36185,95,69.34,Hamilton
10573,5,0,175,95,35.00,279,62.72,0,1,0,v Sri Lanka,ODI # 992,36185,35,57.37,Auckland
10574,6,0,182,95,30.33,287,63.41,0,1,0,v India,ODI # 1015,36185,7,87.50,Jamshedpur
10575,7,0,241,95,34.42,373,64.61,0,2,0,v India,ODI # 1016,36185,59,68.60,Amritsar
10576,8,0,252,95,31.50,407,61.91,0,2,0,v India,ODI # 1017,36185,11,32.35,Pune
10577,9,0,366,114,40.66,535,68.41,1,2,0,v India,ODI # 1018,36185,114,89.06,Nagpur
10578,10,0,375,114,37.50,548,68.43,1,2,0,v India,ODI # 1019,36185,9,69.23,Mumbai (BS)
10579,11,0,380,114,34.54,555,68.46,1,2,0,v Pakistan,ODI # 1020,36185,5,71.42,Dunedin
10580,12,0,385,114,32.08,569,67.66,1,2,0,v Pakistan,ODI # 1022,36185,5,35.71,Christchurch
10581,13,0,394,114,30.30,588,67.00,1,2,0,v Pakistan,ODI # 1025,36185,9,47.36,Wellington
10582,14,1,414,114,31.84,602,68.77,1,2,0,v Pakistan,ODI # 1027,36185,20*,142.85,Auckland
10583,15,1,534,120,38.14,739,72.25,2,2,0,v Zimbabwe,ODI # 1045,36185,120,87.59,Auckland
10584,16,1,552,120,36.80,766,72.06,2,2,0,v Zimbabwe,ODI # 1046,36185,18,66.66,Wellington
10585,17,1,582,120,36.37,803,72.47,2,2,0,v Zimbabwe,ODI # 1047,36185,30,81.08,Napier
10586,18,1,683,120,40.17,935,73.04,3,2,0,v England,ODI # 1048,36185,101,76.51,Ahmedabad
10587,19,1,683,120,37.94,940,72.65,3,2,1,v Netherlands,ODI # 1051,36185,0,0.00,Vadodara
10588,20,1,684,120,36.00,944,72.45,3,2,1,v South Africa,ODI # 1054,36185,1,25.00,Faisalabad
10589,21,1,686,120,34.30,946,72.51,3,2,1,v U.A.E.,ODI # 1064,36185,2,100.00,Faisalabad
10590,22,1,692,120,32.95,963,71.85,3,2,1,v Pakistan,ODI # 1076,36185,6,35.29,Lahore
10591,23,1,693,120,31.50,969,71.51,3,2,1,v Australia,ODI # 1080,36185,1,16.66,Chennai
10592,24,1,734,120,31.91,1015,72.31,3,2,1,v West Indies,ODI # 1084,36185,41,89.13,Kingston
10593,25,1,736,120,30.66,1027,71.66,3,2,1,v West Indies,ODI # 1085,36185,2,16.66,Port of Spain
10594,26,1,779,120,31.16,1112,70.05,3,2,1,v West Indies,ODI # 1086,36185,43,50.58,Port of Spain
10595,27,1,799,120,30.73,1128,70.83,3,2,1,v West Indies,ODI # 1090,36185,20,125.00,Georgetown
10596,28,1,803,120,29.74,1143,70.25,3,2,1,v West Indies,ODI # 1092,36185,4,26.66,Kingstown
10597,29,1,803,120,28.67,1150,69.82,3,2,2,v Sri Lanka,ODI # 1139,36185,0,0.00,Sharjah
10598,30,1,803,120,27.68,1151,69.76,3,2,3,v Pakistan,ODI # 1141,36185,0,0.00,Sharjah
10599,31,1,869,120,28.96,1281,67.83,3,3,3,v Sri Lanka,ODI # 1142,36185,66,50.76,Sharjah
10600,32,1,875,120,28.22,1292,67.72,3,3,3,v Pakistan,ODI # 1144,36185,6,54.54,Sharjah
10601,33,1,883,120,27.59,1306,67.61,3,3,3,v Pakistan,ODI # 1145,36185,8,57.14,Sharjah
10602,34,1,894,120,27.09,1314,68.03,3,3,3,v Pakistan,ODI # 1146,36185,11,137.50,Gujranwala
10603,35,1,914,120,26.88,1345,67.95,3,3,3,v Pakistan,ODI # 1148,36185,20,64.51,Sialkot
10604,36,1,974,120,27.82,1414,68.88,3,4,3,v Pakistan,ODI # 1150,36185,60,86.95,Karachi
10605,37,1,1024,120,28.44,1476,69.37,3,5,3,v England,ODI # 1179,36185,50,80.64,Christchurch
10606,38,1,1028,120,27.78,1490,68.99,3,5,3,v England,ODI # 1180,36185,4,28.57,Auckland
10607,39,1,1062,120,27.94,1522,69.77,3,5,3,v England,ODI # 1181,36185,34,106.25,Napier
10608,40,1,1113,120,28.53,1590,70.00,3,6,3,v England,ODI # 1182,36185,51,75.00,Auckland
10609,41,1,1207,120,30.17,1719,70.21,3,7,3,v England,ODI # 1183,36185,94,72.86,Wellington
10610,42,1,1230,120,30.00,1755,70.08,3,7,3,v Sri Lanka,ODI # 1184,36185,23,63.88,Christchurch
10611,43,1,1242,120,29.57,1772,70.09,3,7,3,v Sri Lanka,ODI # 1185,36185,12,70.58,Wellington
10612,44,1,1359,120,31.60,1904,71.37,4,7,3,v Pakistan,ODI # 1204,36185,117,88.63,Mohali
10613,45,1,1451,120,32.97,2015,72.00,4,8,3,v India,ODI # 1206,36185,92,82.88,Bengaluru
10614,46,1,1460,120,32.44,2033,71.81,4,8,3,v Sri Lanka,ODI # 1208,36185,9,50.00,Hyderabad (Deccan)
10615,47,1,1465,120,31.84,2049,71.49,4,8,3,v Zimbabwe,ODI # 1235,36185,5,31.25,Bulawayo
10616,48,1,1501,120,31.93,2099,71.51,4,8,3,v Zimbabwe,ODI # 1237,36185,36,72.00,Harare
10617,49,1,1534,120,31.95,2136,71.81,4,8,3,v Zimbabwe,ODI # 1238,36185,33,89.18,Harare
10618,50,1,1534,120,31.30,2144,71.54,4,8,4,v South Africa,ODI # 1255,36185,0,0.00,Adelaide
10619,51,1,1600,120,32.00,2228,71.81,4,9,4,v Australia,ODI # 1256,36185,66,78.57,Adelaide
10620,52,1,1601,120,31.39,2232,71.72,4,9,4,v South Africa,ODI # 1258,36185,1,25.00,Hobart
10621,53,1,1621,120,31.17,2265,71.56,4,9,4,v Australia,ODI # 1265,36185,20,60.60,Melbourne
10622,54,1,1650,120,31.13,2310,71.42,4,9,4,v South Africa,ODI # 1270,36185,29,64.44,Brisbane
10623,55,1,1668,120,30.88,2352,70.91,4,9,4,v South Africa,ODI # 1278,36185,18,42.85,Perth
10624,56,1,1681,120,30.56,2373,70.83,4,9,4,v Australia,ODI # 1281,36185,13,61.90,Melbourne
10625,57,1,1730,120,30.89,2440,70.90,4,9,4,v Zimbabwe,ODI # 1288,36185,49,73.13,Hamilton
10626,58,1,1797,120,31.52,2529,71.05,4,10,4,v Zimbabwe,ODI # 1289,36185,67,75.28,Wellington
10627,59,1,1820,120,31.37,2563,71.01,4,10,4,v Australia,ODI # 1290,36185,23,67.64,Christchurch
10628,60,1,1857,120,31.47,2618,70.93,4,10,4,v Australia,ODI # 1291,36185,37,67.27,Wellington
10629,61,1,1912,120,31.86,2711,70.52,4,11,4,v Australia,ODI # 1292,36185,55,59.13,Napier
10630,62,1,1932,120,31.67,2738,70.56,4,11,4,v Australia,ODI # 1293,36185,20,74.07,Auckland
10631,63,1,2001,120,32.27,2837,70.53,4,12,4,v Zimbabwe,ODI # 1294,36185,69,69.69,Christchurch
10632,64,2,2105,120,33.95,2974,70.78,5,12,4,v Zimbabwe,ODI # 1295,36185,104*,75.91,Napier
10633,65,2,2167,120,34.39,3058,70.86,5,13,4,v Zimbabwe,ODI # 1296,36185,62,73.80,Auckland
10634,66,2,2191,120,34.23,3084,71.04,5,13,4,v India,ODI # 1319,36185,24,92.30,Sharjah
10635,67,2,2198,120,33.81,3094,71.04,5,13,4,v Australia,ODI # 1320,36185,7,70.00,Sharjah
10636,68,2,2212,120,33.51,3114,71.03,5,13,4,v India,ODI # 1323,36185,14,70.00,Sharjah
10637,69,2,2290,120,34.17,3239,70.70,5,14,4,v Australia,ODI # 1324,36185,78,62.40,Sharjah
10638,70,2,2323,120,34.16,3299,70.41,5,14,4,v Sri Lanka,ODI # 1339,36185,33,55.00,Colombo (RPS)
10639,71,2,2404,120,34.84,3418,70.33,5,15,4,v India,ODI # 1340,36185,81,68.06,Colombo (RPS)
10640,72,2,2419,120,34.55,3431,70.50,5,15,4,v India,ODI # 1342,36185,15,115.38,Colombo (SSC)
10641,73,2,2493,120,35.11,3507,71.08,5,16,4,v Sri Lanka,ODI # 1343,36185,74,97.36,Colombo (SSC)
10642,74,2,2502,120,34.75,3535,70.77,5,16,4,v Zimbabwe,ODI # 1357,36185,9,32.14,Dhaka
10643,75,2,2512,120,34.41,3544,70.88,5,16,4,v Sri Lanka,ODI # 1359,36185,10,111.11,Dhaka
10644,76,2,2607,120,35.22,3662,71.19,5,17,4,v South Africa,ODI # 1407,36185,95,80.50,Dunedin
10645,77,2,2608,120,34.77,3665,71.15,5,17,4,v South Africa,ODI # 1408,36185,1,33.33,Christchurch
10646,78,3,2708,120,36.10,3791,71.43,6,17,4,v South Africa,ODI # 1409,36185,100*,79.36,Auckland
10647,79,3,2746,120,36.13,3840,71.51,6,17,4,v South Africa,ODI # 1419,36185,38,77.55,Napier
10648,80,3,2764,120,35.89,3865,71.51,6,17,4,v South Africa,ODI # 1421,36185,18,72.00,Napier
10649,81,3,2768,120,35.48,3875,71.43,6,17,4,v South Africa,ODI # 1422,36185,4,40.00,Auckland
10650,82,3,2768,120,35.48,3875,71.43,6,17,4,v South Africa,ODI # 1425,36185,TDNB,-,Wellington
10651,83,3,2772,120,35.08,3880,71.44,6,17,4,v Bangladesh,ODI # 1448,36185,4,80.00,Chelmsford
10652,84,3,2776,120,34.70,3888,71.39,6,17,4,v Australia,ODI # 1452,36185,4,50.00,Cardiff
10653,85,3,2778,120,34.29,3894,71.34,6,17,4,v West Indies,ODI # 1460,36185,2,33.33,Southampton
10654,86,3,2778,120,33.87,3900,71.23,6,17,5,v Pakistan,ODI # 1466,36185,0,0.00,Derby
10655,87,3,2789,120,33.60,3910,71.32,6,17,5,v Scotland,ODI # 1472,36185,11,110.00,Edinburgh
10656,88,3,2809,120,33.44,3938,71.33,6,17,5,v Zimbabwe,ODI # 1475,36185,20,71.42,Leeds
